Kit ID,Borough,Borough_broad,Zipcode,Date Collected,Year Collected,Date Received,Lead First_Draw (mg/L),Lead 1-2 Minute Flush (mg/L),Lead 5 Minute Flush (mg/L),Copper First Draw (mg/L),Copper 1-2 Minute Flush (mg/L),Copper 5 minute Flush (mg/L)
20275088,Queens,Queens,11434,12/09/2020,2020,12/18/2020,0,0,,0.036,0.009,
20275091,Queens,Queens,11435,11/17/2020,2020,11/23/2020,0,0,,0.008,0.007,
20275095,Queens,Queens,11368,11/12/2020,2020,11/20/2020,0,0,,0.05,0.035,
20275097,Queens,Queens,11420,11/04/2020,2020,11/09/2020,0,0,,0.055,0.06,
20275098,Queens,Queens,11358,11/10/2020,2020,11/16/2020,0,0,,0.037,0.022,
20275100,Queens,Queens,11367,11/13/2020,2020,11/20/2020,0,0,,0.073,0.049,
20275103,Queens,Queens,11364,11/11/2020,2020,11/20/2020,0,0,,0.083,0.074,
20275109,Queens,Queens,11004,10/24/2020,2020,10/30/2020,0,0,,0.107,0.104,
20275112,Queens,Queens,11355,12/03/2020,2020,12/11/2020,0,0,,0.095,0.031,
20275116,Queens,Queens,11101,10/19/2020,2020,10/30/2020,0,0,,0.303,0.182,
20275117,Queens,Queens,11364,10/18/2020,2020,10/23/2020,0,0,,0.185,0.031,
20275120,Queens,Queens,11385,10/21/2020,2020,10/26/2020,0,0,,0.012,0.009,
20275127,Queens,Queens,11379,10/29/2020,2020,11/06/2020,0,0,,0.225,0.061,
20275129,Queens,Queens,11364,10/23/2020,2020,10/30/2020,0,0,,0.215,0.026,
20275138,Queens,Queens,11416,10/20/2020,2020,10/26/2020,0,0,,0.051,0.026,
20275145,Queens,Queens,11365,11/06/2020,2020,11/13/2020,0.18,0,,0.481,0.044,
20275151,Queens,Queens,11377,12/08/2020,2020,12/21/2020,0,0,,0.088,0.023,
20275157,Queens,Queens,11355,10/30/2020,2020,11/06/2020,0,0,,0.113,0.021,
20275161,Queens,Queens,11106,11/22/2020,2020,11/27/2020,0,0,,0.083,0.014,
20275163,Queens,#N/A,11040,10/21/2020,2020,10/30/2020,0,0,,0.216,0.026,
20275193,Queens,Queens,11106,10/21/2020,2020,10/26/2020,0,0,,0.153,0.056,
20275201,Queens,Queens,11435,10/28/2020,2020,11/06/2020,0.019,0,,0.08,0.025,
20275210,Queens,Queens,11412,10/28/2020,2020,11/02/2020,0,0,,0.096,0.087,
20275228,Queens,Queens,11367,10/25/2020,2020,11/02/2020,0,0,,0.116,0.049,
20275229,Queens,Queens,11420,11/01/2020,2020,11/09/2020,0,0,,0.116,0.023,
20275231,Queens,Queens,11377,10/25/2020,2020,11/02/2020,0,0,,0.134,0.123,
20275232,Queens,Queens,11427,10/28/2020,2020,11/02/2020,0,0,,0.086,0.018,
20275239,Queens,Queens,11373,11/09/2020,2020,11/09/2020,0,0,,0.021,0.019,
20275242,Queens,Queens,11373,10/24/2020,2020,10/30/2020,0.001,0,,0.059,0.023,
20275247,Queens,Queens,11104,10/26/2020,2020,11/02/2020,0,0,,0.087,0.009,
20275248,Queens,Queens,11365,10/25/2020,2020,10/30/2020,0,0,,0.134,0.081,
20275249,Queens,Queens,11368,11/09/2020,2020,11/20/2020,0,0,,0.083,0.01,
20275252,Queens,Queens,11385,10/25/2020,2020,10/30/2020,0,0,,0.207,0.124,
20275253,Queens,Queens,11420,10/27/2020,2020,11/02/2020,0,0,,0.074,0.015,
20275254,Queens,Queens,11356,11/01/2020,2020,11/09/2020,0,0,,0.068,0.018,
20275255,Queens,Queens,11419,10/24/2020,2020,10/30/2020,0,0,,0.091,0.012,
20275257,Queens,Queens,11415,10/26/2020,2020,11/02/2020,0,0,,0.046,0.021,
20275260,Queens,Queens,11355,11/02/2020,2020,11/09/2020,0.001,0,,0.15,0.086,
20275271,Queens,Queens,11364,10/23/2020,2020,11/02/2020,0,0,,0.149,0.03,
20275275,Queens,Queens,11372,10/24/2020,2020,11/02/2020,0,0,,0.082,0.018,
20275277,Queens,Queens,11428,10/26/2020,2020,11/02/2020,0,0,,0.201,0.048,
20275282,Queens,Queens,11435,11/02/2020,2020,11/09/2020,0,0,,0.012,0.008,
20275285,Queens,Queens,11434,10/26/2020,2020,11/02/2020,0,0,,0.178,0.044,
20275303,Queens,Queens,11432,10/26/2020,2020,11/02/2020,0,0,,0.03,0.019,
20275325,Queens,Queens,11358,10/27/2020,2020,11/02/2020,0,0,,0.142,0.017,
20275336,Queens,Queens,11104,11/12/2020,2020,11/16/2020,0.001,0,,0.326,0.042,
20275339,Queens,Queens,11379,10/25/2020,2020,10/30/2020,0,0,,0.135,0.023,
20275376,Queens,Queens,11373,11/04/2020,2020,11/09/2020,0,0,,0.133,0.046,
20275379,Queens,Queens,11692,12/08/2020,2020,12/14/2020,0,0,,0.206,0.133,
20275380,Queens,Queens,11360,11/04/2020,2020,11/16/2020,0,0,,0.043,0.012,
20275382,Queens,Queens,11357,10/29/2020,2020,11/09/2020,0,0,,0.171,0.13,
20275398,Queens,Queens,11374,10/28/2020,2020,11/02/2020,0,0,,0.164,0.087,
20275403,Queens,Queens,11417,11/02/2020,2020,11/09/2020,0,0,,0.056,0.036,
20275410,Queens,Queens,11370,10/28/2020,2020,11/02/2020,0,0,,0.039,0.023,
20275423,Queens,Queens,11429,11/02/2020,2020,11/13/2020,0.002,0,,0.106,0.094,
20275430,Queens,Queens,11418,11/06/2020,2020,11/13/2020,0,0,,0.096,0.057,
20275471,Queens,Queens,11377,11/04/2020,2020,11/13/2020,0,0,,0.163,0.035,
20275474,Queens,Queens,11365,11/05/2020,2020,11/13/2020,0,0,,0.024,0.009,
20275522,Queens,Queens,11364,11/21/2020,2020,11/27/2020,0.002,0,,0.309,0.071,
20275536,Queens,Queens,11385,11/10/2020,2020,11/16/2020,0,0,,0.26,0.046,
20275544,Queens,Queens,11104,11/09/2020,2020,11/13/2020,0,0,,0.039,0.011,
20275559,Queens,Queens,11423,11/18/2020,2020,11/27/2020,0,0,,0.002,0.002,
20275561,Queens,Queens,11412,12/22/2020,2020,12/31/2020,0.006,0,,0.052,0.025,
20275562,Queens,Queens,11101,11/11/2020,2020,11/20/2020,0.001,0,,0.079,0.043,
20275578,Queens,Queens,11415,11/16/2020,2020,11/20/2020,0,0,,0.06,0.042,
20275598,Queens,Queens,11379,11/12/2020,2020,11/20/2020,0,0,,0.208,0.088,
20275606,Queens,Queens,11434,11/28/2020,2020,12/07/2020,0,0,,0.167,0.047,
20275663,Queens,Queens,11106,11/17/2020,2020,11/23/2020,0,0,,0.209,0.026,
20275665,Queens,Queens,11418,11/16/2020,2020,11/23/2020,0,0,,0.188,0.084,
20275694,Queens,Queens,11104,11/21/2020,2020,11/30/2020,0,0,,0.098,0.078,
20275712,Queens,Queens,11420,11/18/2020,2020,11/23/2020,0,0,,0.089,0.021,
20275732,Queens,Queens,11365,11/19/2020,2020,11/27/2020,0.001,0,,0.242,0.014,
20275738,Queens,Queens,11434,11/21/2020,2020,11/27/2020,0,0,,0.034,0.104,
20275758,Queens,Queens,11106,11/19/2020,2020,12/07/2020,0,0,,0.024,0.019,
20275760,Queens,Queens,11433,12/08/2020,2020,12/14/2020,0,0,,0.214,0.024,
20275768,Queens,Queens,11368,11/21/2020,2020,11/27/2020,0,0,,0.275,0.056,
20275789,Queens,Queens,11105,11/24/2020,2020,11/30/2020,0,0,,0.206,0.027,
20275792,Queens,Queens,11385,11/24/2020,2020,12/07/2020,0.002,0,,0.112,0.067,
20275802,Queens,Queens,11375,12/23/2020,2020,12/31/2020,0.006,0,,0.163,0.013,
20275810,Queens,Queens,11355,11/22/2020,2020,11/30/2020,0,0,,0.155,0.018,
20275842,Queens,Queens,11372,11/29/2020,2020,12/07/2020,0.002,0,,0.142,0.031,
20275861,Queens,Queens,11432,11/27/2020,2020,12/04/2020,0,0,,0.062,0.01,
20275866,Queens,Queens,11101,11/27/2020,2020,12/04/2020,0,0,,0.046,0.021,
20275873,Queens,Queens,11427,11/30/2020,2020,12/04/2020,0,0,,0.025,0.023,
20275929,Queens,Queens,11102,12/04/2020,2020,12/14/2020,0,0,,0.126,0.019,
20275935,Queens,Queens,11385,12/03/2020,2020,12/11/2020,0,0,,0.024,0.015,
20275954,Queens,Queens,11106,12/13/2020,2020,01/19/2021,0.001,0,,0.251,0.121,
20275955,Queens,Queens,11106,12/13/2020,2020,01/19/2021,0,0,,0.006,0.002,
20275970,Queens,Queens,11106,12/04/2020,2020,12/28/2020,0,0,,0.142,0.059,
20275973,Queens,Queens,11423,12/08/2020,2020,12/14/2020,0,0,,0.099,0.021,
20275981,Queens,Queens,11101,12/09/2020,2020,12/18/2020,0,0,,0.401,0.353,
20276003,Queens,Queens,11354,12/06/2020,2020,12/14/2020,0,0,,0.106,0.044,
20276009,Queens,Queens,11417,12/23/2020,2020,12/31/2020,0,0,,0.027,0.011,
20276021,Queens,Queens,11691,12/07/2020,2020,12/14/2020,0,0,,0.002,0.002,
20276029,Queens,Queens,11106,12/09/2020,2020,12/14/2020,0.001,0,,0.118,0.019,
20276072,Queens,Queens,11434,12/09/2020,2020,12/18/2020,0,0,,0.222,0.018,
20276116,Queens,Queens,11104,12/10/2020,2020,12/28/2020,0,0,,0.025,0.015,
20276139,Queens,Queens,11415,12/12/2020,2020,12/31/2020,0.001,0,,0.145,0.026,
20276193,Queens,Queens,11427,12/22/2020,2020,12/31/2020,0,0,,0.185,0.022,
20276201,Queens,Queens,11385,12/12/2020,2020,12/21/2020,0,0,,0.083,0.024,
20276246,Queens,Queens,11375,12/15/2020,2020,12/28/2020,0.001,0,,0.165,0.104,
20276293,Queens,Queens,11423,12/14/2020,2020,12/31/2020,0.002,0,,0.363,0.035,
20276305,Queens,Queens,11102,12/19/2020,2020,01/04/2021,0,0,,0.042,0.019,
20276414,Queens,Queens,11385,12/24/2020,2020,01/08/2021,0,0,,0.163,0.014,
20276440,Queens,Queens,11419,12/22/2020,2020,01/04/2021,0,0,,0.012,0.006,
20276488,Queens,Queens,11361,12/30/2020,2020,01/11/2021,0,0,,0.317,0.128,
20276498,Queens,Queens,11105,12/26/2020,2020,01/08/2021,0.002,0,,0.136,0.043,
20372809,Queens,Queens,11428,09/26/2020,2020,10/02/2020,0.003,0,0,0.118,0.044,0.024
20376286,Queens,Queens,11354,12/28/2020,2020,01/08/2021,0,0,0,0.092,0.035,0.044
14221014,QUEENS VILLAGE,Queens,11428,04/03/2014,2014,04/07/2014,0,0,,0.105,0.044,
15224274,QUEENS VILLAGE,Queens,11429,11/16/2015,2015,11/19/2015,0.002,0,,0.057,0.042,
15224232,QUEENS VILLAGE,Queens,11427,11/16/2015,2015,11/18/2015,0,0,,0.079,0.041,
16225957,QUEENS VILLAGE,Queens,11427,03/01/2016,2016,03/04/2016,0.001,0,,0.165,0.08,
16225202,QUEENS VILLAGE,Queens,11427,03/03/2016,2016,03/07/2016,0.003,0,,0.087,0.021,
16224964,QUEENS VILLAGE,Queens,11428,03/17/2016,2016,03/22/2016,0,0,,0.148,0.072,
16232330,QUEENS VILLAGE,Queens,11428,06/27/2016,2016,07/06/2016,0,0,,0.075,0.06,
16234535,QUEENS VILLAGE,Queens,11428,08/27/2016,2016,09/09/2016,0,0,,0.224,0.069,
16234191,QUEENS VILLAGE,Queens,11427,09/08/2016,2016,09/12/2016,0.001,0,,0.206,0.097,
16234959,QUEENS VILLAGE,Queens,11429,09/26/2016,2016,09/28/2016,0.002,0,,0.077,0.011,
16229871,QUEENS VILLAGE,Queens,11427,11/08/2016,2016,11/16/2016,0,0,,0.142,0.071,
16236191,QUEENS VILLAGE,Queens,11428,01/04/2017,2017,01/09/2017,0,0,,0.065,0.026,
17237217,QUEENS VILLAGE,Queens,11428,01/27/2017,2017,02/08/2017,0,0,,0.022,0.017,
17239115,QUEENS VILLAGE,Queens,11429,03/19/2017,2017,03/22/2017,0,0,,0.156,0.762,
17240829,QUEENS VILLAGE,Queens,11427,05/14/2017,2017,05/19/2017,0,0,,0.126,0.044,
17240601,QUEENS VILLAGE,Queens,11427,05/31/2017,2017,06/05/2017,0.001,0,,0.182,0.032,
17241507,QUEENS VILLAGE,Queens,11427,06/04/2017,2017,06/09/2017,0,0,,0.16,0.106,
16226105,QUEENS VILLAGE,Queens,11427,07/05/2017,2017,07/10/2017,0,0,,0.2,0.152,
17243441,QUEENS VILLAGE,Queens,11427,07/24/2017,2017,08/04/2017,0,0,,0.053,0.013,
17243959,QUEENS VILLAGE,Queens,11428,08/30/2017,2017,09/05/2017,0,0,,0.032,0.022,
17244142,QUEENS VILLAGE,Queens,11428,08/31/2017,2017,09/05/2017,0,0,,0.055,0.039,
17244654,QUEENS VILLAGE,Queens,11427,10/02/2017,2017,10/05/2017,0.001,0,,0.01,0.01,
17245262,QUEENS VILLAGE,Queens,11429,11/13/2017,2017,11/15/2017,0.001,0,,0.21,0.199,
17246069,QUEENS VILLAGE,Queens,11428,12/06/2017,2017,12/11/2017,0.003,0,,0.268,0.287,
18249223,QUEENS VILLAGE,Queens,11427,05/28/2018,2018,05/30/2018,0,0,,0.162,0.018,
18250670,QUEENS VILLAGE,Queens,11427,07/22/2018,2018,07/24/2018,0,0,,0.099,0.014,
18255648,QUEENS VILLAGE,Queens,11429,12/22/2018,2018,12/28/2018,0,0,,0.189,0.195,
16224973,QUEENS VILLAGE,Queens,11427,07/04/2018,2018,07/11/2018,0,0,,0.106,0.041,
18247971,QUEENS VILLAGE,Queens,11428,04/03/2018,2018,04/05/2018,0.001,0,,0.098,0.017,
18256162,QUEENS VILLAGE,Queens,11429,12/19/2018,2018,12/24/2018,0,0,,0.242,0.045,
18253091,QUEENS VILLAGE,Queens,11428,10/14/2018,2018,10/17/2018,0,0,,0.039,0.01,
14220623,REGO PARK,Queens,11374,01/28/2014,2014,01/31/2014,0,0,,0.238,0.015,
14220935,REGO PARK,Queens,11374,03/17/2014,2014,03/20/2014,0,0,,0.137,0.114,
14220994,REGO PARK,Queens,11374,03/25/2014,2014,04/01/2014,0,0,,0.113,0.037,
14221370,REGO PARK,Queens,11374,06/12/2014,2014,06/17/2014,0,0,,0.055,0.03,
15222502,REGO PARK,Queens,11374,01/20/2015,2015,01/23/2015,0,0,,0.158,0.141,
14221281,REGO PARK,Queens,11374,03/09/2015,2015,03/12/2015,0.002,0,,0.161,0.247,
15223637,REGO PARK,Queens,11374,07/30/2015,2015,08/04/2015,0,0,,0.141,0.039,
14221650,REGO PARK,Queens,11374,01/25/2016,2016,02/01/2016,0.001,0,,0.077,0.009,
16226027,REGO PARK,Queens,11374,03/10/2016,2016,03/15/2016,0,0,,0.075,0.017,
16227982,REGO PARK,Queens,11374,03/26/2016,2016,04/01/2016,0.002,0,,0.106,0.058,
16227746,REGO PARK,Queens,11374,03/30/2016,2016,04/05/2016,0,0,,0.117,0.147,
16227125,REGO PARK,Queens,11374,04/01/2016,2016,04/05/2016,0,0,,0.146,0.024,
16228165,REGO PARK,Queens,11374,04/02/2016,2016,04/12/2016,0,0,,0.184,0.195,
16229094,REGO PARK,Queens,11374,04/06/2016,2016,04/08/2016,0,0,,0.059,0.024,
16228695,REGO PARK,Queens,11374,04/07/2016,2016,04/12/2016,0,0,,0.113,0.037,
16230007,REGO PARK,Queens,11374,04/11/2016,2016,04/18/2016,0.002,0,,0.105,0.033,
16228100,REGO PARK,Queens,11374,04/29/2016,2016,05/02/2016,0,0,,0.051,0.009,
16229874,REGO PARK,Queens,11374,04/30/2016,2016,05/10/2016,0,0,,0.064,0.019,
16230612,REGO PARK,Queens,11374,05/19/2016,2016,05/23/2016,0,0,,0.118,0.041,
16231682,REGO PARK,Queens,11374,05/19/2016,2016,05/23/2016,0,0,,0.189,0.033,
16232313,REGO PARK,Queens,11374,06/18/2016,2016,06/24/2016,0,0,,0.068,0.015,
16233362,REGO PARK,Queens,11374,07/24/2016,2016,08/01/2016,0,0,,0.01,0.013,
16233872,REGO PARK,Queens,11374,08/04/2016,2016,08/16/2016,0.001,0,,0.104,0.084,
16234541,REGO PARK,Queens,11374,08/31/2016,2016,09/12/2016,0,0,,0.024,0.025,
16234843,REGO PARK,Queens,11374,09/12/2016,2016,09/15/2016,0,0,,0.121,0.032,
16234550,REGO PARK,Queens,11374,10/06/2016,2016,10/11/2016,0,0,,0.175,0.019,
16228936,REGO PARK,Queens,11374,10/10/2016,2016,10/14/2016,0,0,,0.078,0.011,
16235809,REGO PARK,Queens,11374,11/02/2016,2016,11/07/2016,0,0,,0.049,0.01,
16236323,REGO PARK,Queens,11374,12/08/2016,2016,12/13/2016,0.008,0,,0.126,0.002,
17237190,REGO PARK,Queens,11374,01/21/2017,2017,01/27/2017,0,0,,0.07,0.024,
17237741,REGO PARK,Queens,11374,03/01/2017,2017,03/06/2017,0,0,,0.217,0.074,
17239443,REGO PARK,Queens,11374,03/08/2017,2017,03/15/2017,0,0,,0.207,0.108,
17239806,REGO PARK,Queens,11374,03/20/2017,2017,03/24/2017,0,0,,0.065,0.019,
17239829,REGO PARK,Queens,11374,04/28/2017,2017,05/03/2017,0,0,,0.149,0.038,
17241189,REGO PARK,Queens,11374,05/07/2017,2017,05/11/2017,0,0,,0.064,0.009,
10201173,REGO PARK,Queens,11374,05/15/2017,2017,05/26/2017,0,0,,0.146,0.117,
17241455,REGO PARK,Queens,11374,07/18/2017,2017,07/25/2017,0,0,,0.157,0.107,
17243506,REGO PARK,Queens,11374,07/27/2017,2017,08/02/2017,0,0,,0.052,0.028,
17243775,REGO PARK,Queens,11374,08/11/2017,2017,08/14/2017,0,0,,0.06,0.022,
17239141,REGO PARK,Queens,11374,08/16/2017,2017,08/18/2017,0,0,,0.065,0.017,
17244216,REGO PARK,Queens,11374,09/03/2017,2017,09/08/2017,0,0,,0.155,0.033,
17240738,REGO PARK,Queens,11374,09/04/2017,2017,09/12/2017,0,0,,0.255,0.04,
17244237,REGO PARK,Queens,11374,09/09/2017,2017,09/18/2017,0.001,0,,0.098,0.045,
17244262,REGO PARK,Queens,11374,09/09/2017,2017,09/15/2017,0,0,,0.236,0.166,
17244638,REGO PARK,Queens,11374,10/09/2017,2017,10/13/2017,0,0,,0.147,0.029,
17244341,REGO PARK,Queens,11374,10/19/2017,2017,10/23/2017,0,0,,0.146,0.033,
17245858,REGO PARK,Queens,11374,12/02/2017,2017,12/11/2017,0,0,,0.136,0.013,
17241477,REGO PARK,Queens,11374,12/17/2017,2017,12/22/2017,0,0,,0.057,0.009,
17246101,REGO PARK,Queens,11374,01/09/2018,2018,01/23/2018,0.002,0,,0.153,0.012,
17245704,REGO PARK,Queens,11374,05/29/2018,2018,05/31/2018,0,0,,0.102,0.074,
18247880,REGO PARK,Queens,11374,04/09/2018,2018,04/10/2018,0,0,,0.11,0.036,
18250186,REGO PARK,Queens,11374,07/27/2018,2018,08/02/2018,0,0,,0.055,0.016,
18247271,REGO PARK,Queens,11374,02/18/2018,2018,02/21/2018,0,0,,0.1,0.039,
18247608,REGO PARK,Queens,11374,03/08/2018,2018,03/13/2018,0,0,,0.143,0.018,
18252102,REGO PARK,Queens,11374,10/01/2018,2018,10/02/2018,0,0,,0.121,0.111,
18247642,REGO PARK,Queens,11374,03/10/2018,2018,03/13/2018,0,0,,0.152,0.021,
18256011,REGO PARK,Queens,11374,12/28/2018,2018,01/03/2019,0,0,,0.231,0.204,
18254921,REGO PARK,Queens,11374,11/25/2018,2018,11/27/2018,0,0,,0.22,0.019,
18248840,REGO PARK,Queens,11374,05/15/2018,2018,05/16/2018,0,0,,0.106,0.036,
18247802,REGO PARK,Queens,11374,04/15/2018,2018,04/23/2018,0.002,0,,0.162,0.088,
18246630,REGO PARK,Queens,11374,01/20/2018,2018,01/23/2018,0,0,,0.174,0.059,
14221419,RICHMOND HILL,Queens,11418,06/17/2014,2014,06/19/2014,0.001,0,,0.55,0.062,
12216821,RICHMOND HILL,Queens,11418,07/01/2014,2014,07/03/2014,0,0,,0.187,0.021,
15224337,RICHMOND HILL,Queens,11418,11/16/2015,2015,11/18/2015,0,0,,0.029,0.01,
16224750,RICHMOND HILL,Queens,11418,01/21/2016,2016,01/27/2016,0,0,,0.115,0.019,
16225272,RICHMOND HILL,Queens,11418,02/01/2016,2016,02/03/2016,0,0,,0.11,0.015,
16228461,RICHMOND HILL,Queens,11418,03/31/2016,2016,04/04/2016,0,0,,0.041,0.011,
16228491,RICHMOND HILL,Queens,11418,03/31/2016,2016,04/04/2016,0,0,,0.084,0.007,
16232784,RICHMOND HILL,Queens,11418,07/11/2016,2016,07/13/2016,0,0,,0.106,0.017,
16232782,RICHMOND HILL,Queens,11418,07/11/2016,2016,07/13/2016,0,0,,0.028,0.012,
16233656,RICHMOND HILL,Queens,11418,08/01/2016,2016,08/05/2016,0,0,,0.041,0.015,
16232766,RICHMOND HILL,Queens,11418,08/22/2016,2016,08/26/2016,0,0,,0.248,0.058,
16234514,RICHMOND HILL,Queens,11418,08/31/2016,2016,09/06/2016,0,0,,0.037,0.011,
16234729,RICHMOND HILL,Queens,11418,09/25/2016,2016,09/30/2016,0,0,,0.074,0.045,
16235351,RICHMOND HILL,Queens,11418,10/25/2016,2016,10/31/2016,0,0,,0.112,0.078,
17238063,RICHMOND HILL,Queens,11418,02/12/2017,2017,02/21/2017,0,0,,0.034,0.013,
17238282,RICHMOND HILL,Queens,11418,02/14/2017,2017,02/15/2017,0,0,,0.149,0.02,
17239620,RICHMOND HILL,Queens,11418,03/11/2017,2017,03/15/2017,0,0,,0.173,0.012,
17242865,RICHMOND HILL,Queens,11418,07/25/2017,2017,07/28/2017,0,0,,0.072,0.022,
17244137,RICHMOND HILL,Queens,11418,09/05/2017,2017,09/08/2017,0,0,,0.13,0.093,
17245311,RICHMOND HILL,Queens,11418,11/03/2017,2017,11/06/2017,0,0,,0.21,0.048,
18255204,RICHMOND HILL,Queens,11418,11/12/2018,2018,11/19/2018,0,0,,0.307,0.04,
18255194,RICHMOND HILL,Queens,11418,11/14/2018,2018,11/26/2018,0,0,,0.055,0.008,
18255176,RICHMOND HILL,Queens,11418,11/11/2018,2018,11/15/2018,0,0,,0.187,0.029,
18255353,RICHMOND HILL,Queens,11418,11/26/2018,2018,11/28/2018,0,0,,0.05,0.014,
18247245,RICHMOND HILL,Queens,11418,02/17/2018,2018,02/20/2018,0,0,,0.141,0.024,
18250085,RICHMOND HILL,Queens,11418,06/11/2018,2018,06/12/2018,0,0,,0.057,0.037,
18247647,RICHMOND HILL,Queens,11418,03/09/2018,2018,03/13/2018,0.007,0,,0.161,0.013,
18255432,RICHMOND HILL,Queens,11418,12/05/2018,2018,12/07/2018,0,0,,0.211,0.06,
14220764,RIDGEWOOD,Queens,11385,04/25/2014,2014,04/30/2014,0,0,,0.162,0.032,
14221542,RIDGEWOOD,Queens,11385,07/18/2014,2014,07/29/2014,,0,,,0.139,
14221507,RIDGEWOOD,Queens,11385,09/05/2014,2014,09/08/2014,0,0,,0.164,0.149,
14221711,RIDGEWOOD,Queens,11385,09/12/2014,2014,09/15/2014,0.001,0,,0.155,0.074,
14221921,RIDGEWOOD,Queens,11385,09/30/2014,2014,10/14/2014,0,0,,0.17,0.021,
15222595,RIDGEWOOD,Queens,11385,02/05/2015,2015,02/09/2015,0.001,0,,0.16,0.027,
15222467,RIDGEWOOD,Queens,11385,02/16/2015,2015,02/19/2015,0.004,0,,0.203,0.058,
15222886,RIDGEWOOD,Queens,11385,03/31/2015,2015,04/07/2015,0.001,0,,0.096,0.014,
15223303,RIDGEWOOD,Queens,11385,06/23/2015,2015,07/06/2015,0.001,0,,0.13,0.023,
11215930,RIDGEWOOD,Queens,11385,07/18/2015,2015,07/31/2015,0,0,,0.108,0.015,
15224303,RIDGEWOOD,Queens,11385,11/13/2015,2015,11/23/2015,0.002,0,,0.27,0.051,
15222443,RIDGEWOOD,Queens,11385,12/16/2015,2015,12/21/2015,0.002,0,,0.18,0.092,
15224429,RIDGEWOOD,Queens,11385,12/20/2015,2015,12/24/2015,0.001,0,,0.168,0.032,
16225194,RIDGEWOOD,Queens,11385,02/06/2016,2016,02/09/2016,0.002,0,,0.153,0.023,
15224369,RIDGEWOOD,Queens,11385,02/07/2016,2016,02/17/2016,0,0,,0.224,0.086,
15224273,RIDGEWOOD,Queens,11385,02/07/2016,2016,02/17/2016,0,0,,0.157,0.037,
16225567,RIDGEWOOD,Queens,11385,02/08/2016,2016,02/17/2016,0.001,0,,0.066,0.014,
16225749,RIDGEWOOD,Queens,11385,02/25/2016,2016,02/26/2016,0,0,,0.1,0.011,
16226176,RIDGEWOOD,Queens,11385,03/01/2016,2016,03/08/2016,0.002,0,,0.189,0.027,
16225894,RIDGEWOOD,Queens,11385,03/07/2016,2016,03/14/2016,0,0,,0.052,0.022,
16226856,RIDGEWOOD,Queens,11385,03/22/2016,2016,03/28/2016,0.006,0,,0.514,0.023,
16228073,RIDGEWOOD,Queens,11385,03/26/2016,2016,04/01/2016,0.002,0,,0.177,0.048,
16229172,RIDGEWOOD,Queens,11385,04/05/2016,2016,04/07/2016,0.001,0,,0.113,0.01,
16226715,RIDGEWOOD,Queens,11385,04/10/2016,2016,04/13/2016,0.003,0,,0.154,0.048,
16228765,RIDGEWOOD,Queens,11385,04/13/2016,2016,04/26/2016,0,0,,0.191,0.047,
16226804,RIDGEWOOD,Queens,11385,05/21/2016,2016,05/27/2016,0.006,0,,0.2,0.018,
16228448,RIDGEWOOD,Queens,11385,06/03/2016,2016,06/10/2016,0,0,,0.102,0.074,
16232326,RIDGEWOOD,Queens,11385,06/19/2016,2016,06/24/2016,0.001,0,,0.13,0.024,
16232340,RIDGEWOOD,Queens,11385,06/23/2016,2016,06/28/2016,0,0,,0.295,0.11,
16232713,RIDGEWOOD,Queens,11385,07/04/2016,2016,07/08/2016,0,0,,0.056,0.038,
16232701,RIDGEWOOD,Queens,11385,07/08/2016,2016,07/13/2016,0.001,0,,0.116,0.074,
16230062,RIDGEWOOD,Queens,11385,07/08/2016,2016,07/15/2016,0,0,,0.148,0.021,
16233105,RIDGEWOOD,Queens,11385,07/19/2016,2016,07/21/2016,0,0,,0.131,0.033,
16233534,RIDGEWOOD,Queens,11385,07/29/2016,2016,08/10/2016,0.004,0,,0.147,0.063,
16233587,RIDGEWOOD,Queens,11385,07/29/2016,2016,08/05/2016,0,0,,0.055,0.019,
16233823,RIDGEWOOD,Queens,11385,08/19/2016,2016,08/22/2016,0.001,0,,0.145,0.106,
16232416,RIDGEWOOD,Queens,11385,08/29/2016,2016,09/06/2016,0.001,0,,0.153,0.028,
16234625,RIDGEWOOD,Queens,11385,09/01/2016,2016,09/06/2016,0,0,,0.074,0.016,
16234548,RIDGEWOOD,Queens,11385,09/02/2016,2016,09/06/2016,0,0,,0.277,0.158,
16234649,RIDGEWOOD,Queens,11385,09/03/2016,2016,09/09/2016,0,0,,0.109,0.019,
16234759,RIDGEWOOD,Queens,11385,09/08/2016,2016,09/14/2016,0,0,,0.03,0.011,
16234792,RIDGEWOOD,Queens,11385,09/13/2016,2016,09/16/2016,0,0,,0.084,0.023,
16235262,RIDGEWOOD,Queens,11385,10/01/2016,2016,10/05/2016,0,0,,0.111,0.074,
16234958,RIDGEWOOD,Queens,11385,10/02/2016,2016,10/05/2016,0,0,,0.202,0.011,
16229557,RIDGEWOOD,Queens,11385,10/12/2016,2016,10/17/2016,0,0,,0.473,0.04,
16235455,RIDGEWOOD,Queens,11385,10/19/2016,2016,10/24/2016,0,0,,0.085,0.045,
16235498,RIDGEWOOD,Queens,11385,10/22/2016,2016,10/26/2016,0,0,,0.018,0.012,
17237560,RIDGEWOOD,Queens,11385,02/01/2017,2017,02/06/2017,0,0,,0.035,0.01,
17237682,RIDGEWOOD,Queens,11385,02/06/2017,2017,02/09/2017,0.002,0,,0.248,0.033,
