Kit ID,Borough,Borough_broad,Zipcode,Date Collected,Year Collected,Date Received,Lead First_Draw (mg/L),Lead 1-2 Minute Flush (mg/L),Lead 5 Minute Flush (mg/L),Copper First Draw (mg/L),Copper 1-2 Minute Flush (mg/L),Copper 5 minute Flush (mg/L)
20269286,Queens,Queens,11367,06/25/2020,2020,06/29/2020,0,0,,0.096,0.026,
20269290,Queens,Queens,11106,03/18/2020,2020,04/01/2020,0,0,,0.058,0.026,
20269295,Queens,Queens,11368,03/19/2020,2020,03/23/2020,0,0,,0.159,0.11,
20269309,Queens,Queens,11423,03/19/2020,2020,04/06/2020,0,0,,0.166,0.033,
20269312,Queens,Queens,11106,04/02/2020,2020,04/10/2020,0,0,,0.072,0.041,
20269332,Queens,Queens,11372,05/27/2020,2020,06/05/2020,0,0,,0.116,0.018,
20269341,Queens,Queens,11432,03/30/2020,2020,04/06/2020,0,0,,0.166,0.048,
20269351,Queens,Queens,11355,03/27/2020,2020,04/03/2020,0,0,,0.144,0.074,
20269358,Queens,Queens,11429,03/26/2020,2020,03/30/2020,0.001,0,,0.196,0.377,
20269384,Queens,Queens,11368,04/16/2020,2020,05/18/2020,0,0,,0.097,0.107,
20269399,Queens,Queens,11375,03/29/2020,2020,04/10/2020,0,0,,0.101,0.074,
20269402,Queens,Queens,11435,06/05/2020,2020,06/12/2020,0,0,,0.148,0.032,
20269450,Queens,Queens,11355,04/02/2020,2020,04/10/2020,0,0,,0.029,0.009,
20269471,Queens,Queens,11691,04/02/2020,2020,04/13/2020,0,0,,0.184,0.193,
20269478,Queens,Queens,11106,04/30/2020,2020,05/08/2020,0,0,,0.053,0.025,
20269492,Queens,Queens,11103,04/06/2020,2020,04/10/2020,0.002,0,,0.136,0.014,
20269515,Queens,Queens,11434,04/16/2020,2020,04/24/2020,0,0,,0.091,0.046,
20269537,Queens,Queens,11435,04/12/2020,2020,04/24/2020,0,0,,0.021,0.019,
20269541,Queens,Queens,11378,04/15/2020,2020,04/20/2020,0,0,,0.001,0,
20269559,Queens,Queens,11413,04/16/2020,2020,04/20/2020,0,0,,0.07,0.072,
20269588,Queens,Queens,11385,04/17/2020,2020,04/27/2020,0.002,0,,0.043,0.013,
20269613,Queens,Queens,11362,04/25/2020,2020,05/11/2020,0,0,,0.119,0.022,
20269619,Queens,Queens,11101,04/22/2020,2020,05/04/2020,0,0,,0.18,0.119,
20269621,Queens,Queens,11362,04/25/2020,2020,05/01/2020,0,0,,0.179,0.148,
20269637,Queens,Queens,11385,04/24/2020,2020,05/01/2020,0,0,,0.09,0.019,
20269642,Queens,Queens,11105,04/24/2020,2020,05/11/2020,0.002,0,,0.112,0.01,
20269657,Queens,Queens,11365,05/05/2020,2020,05/11/2020,0,0,,0.075,0.016,
20269663,Queens,Queens,11105,05/01/2020,2020,05/08/2020,0,0,,0.15,0.02,
20269676,Queens,Queens,11373,05/02/2020,2020,05/08/2020,0,0,,0.13,0.107,
20270204,Queens,Queens,11385,05/12/2020,2020,05/26/2020,0.002,0,,0.022,0.01,
20270226,Queens,Queens,11372,05/09/2020,2020,05/15/2020,0,0,,0.077,0.025,
20270246,Queens,Queens,11365,05/16/2020,2020,05/22/2020,0,0,,0.18,0.142,
20270251,Queens,Queens,11109,07/07/2020,2020,07/13/2020,0,0,,0.044,0.027,
20270266,Queens,Queens,11375,05/25/2020,2020,06/05/2020,0,0,,0.164,0.065,
20270273,Queens,Queens,11377,05/22/2020,2020,05/29/2020,0.001,0,,0.156,0.035,
20270282,Queens,Queens,11372,05/22/2020,2020,05/29/2020,0,0,,0.121,0.053,
20270299,Queens,Queens,11415,05/29/2020,2020,06/08/2020,0,0,,0.164,0.018,
20270300,Queens,Queens,11375,05/22/2020,2020,05/29/2020,0,0,,0.032,0.014,
20270326,Queens,Queens,11693,06/17/2020,2020,06/22/2020,0,0,,0.162,0.095,
20270332,Queens,#N/A,11001,07/14/2020,2020,07/24/2020,0,0,,0.134,0.021,
20270335,Queens,Queens,11427,05/23/2020,2020,05/29/2020,0,0,,0.015,0.016,
20270343,Queens,Queens,11377,05/21/2020,2020,05/29/2020,0,0,,0.082,0.017,
20270346,Queens,Queens,11354,07/07/2020,2020,07/17/2020,0,0,,0.09,0.057,
20270359,Queens,Queens,11372,05/28/2020,2020,06/01/2020,0,0,,0.154,0.037,
20270366,Queens,Queens,11373,06/01/2020,2020,06/08/2020,0,0,,0.173,0.082,
20270368,Queens,Queens,11379,05/29/2020,2020,06/08/2020,0,0,,0.148,0.031,
20270373,Queens,Queens,11358,05/29/2020,2020,06/05/2020,0,0,,0.181,0.033,
20270420,Queens,Queens,11375,07/14/2020,2020,07/20/2020,0,0,,0.133,0.095,
20270442,Queens,Queens,11379,08/25/2020,2020,08/31/2020,0,0,,0.087,0.015,
20270465,Queens,Queens,11385,06/12/2020,2020,06/19/2020,0,0,,0.234,0.078,
20270472,Queens,Queens,11368,06/14/2020,2020,06/22/2020,0,0,,0.068,0.025,
20270479,Queens,Queens,11385,06/11/2020,2020,06/19/2020,0,0,,0.188,0.038,
20270483,Queens,Queens,11356,06/11/2020,2020,06/15/2020,0,0,,0.148,0.165,
20270485,Queens,Queens,11375,06/22/2020,2020,07/02/2020,0,0,,0.062,0.022,
20270502,Queens,Queens,11367,06/19/2020,2020,07/06/2020,0,0,,0.098,0.032,
20270504,Queens,Queens,11418,06/13/2020,2020,06/29/2020,0,0,,0.186,0.062,
20270505,Queens,Queens,11362,07/08/2020,2020,07/13/2020,0,0,,0.219,0.031,
20270536,Queens,Queens,11432,06/24/2020,2020,07/02/2020,0,0,,0.033,0.032,
20270542,Queens,Queens,11102,06/24/2020,2020,07/02/2020,0,0,,0.206,0.069,
20270547,Queens,Queens,11101,06/19/2020,2020,06/29/2020,0,0,,0.304,0.056,
20270644,Queens,#N/A,11001,06/29/2020,2020,07/06/2020,0,0,,0.193,0.131,
20270652,Queens,Queens,11373,06/18/2020,2020,06/22/2020,0,0,,0.119,0.023,
20270668,Queens,Queens,11432,07/19/2020,2020,07/27/2020,0,0,,0.092,0.024,
20270673,Queens,Queens,11355,06/23/2020,2020,06/29/2020,0,0,,0.108,0.015,
20270674,Queens,Queens,11104,06/22/2020,2020,06/29/2020,0,0,,0.047,0.019,
20270681,Queens,Queens,11103,06/17/2020,2020,06/22/2020,0.001,0,,0.198,0.024,
20270703,Queens,Queens,11103,06/19/2020,2020,06/29/2020,0.007,0,,0.119,0.02,
20270705,Queens,Queens,11379,06/18/2020,2020,06/26/2020,0,0,,0.206,0.018,
20270712,Queens,Queens,11379,06/24/2020,2020,06/29/2020,0.012,0,,0.164,0.06,
20270713,Queens,Queens,11367,11/20/2020,2020,11/27/2020,0,0,,0.001,0,
20270749,Queens,Queens,11106,07/13/2020,2020,07/17/2020,0,0,,0.06,0.012,
20270753,Queens,Queens,11102,06/25/2020,2020,07/02/2020,0,0,,0.16,0.068,
20270763,Queens,Queens,11422,06/24/2020,2020,06/29/2020,0,0,,0.209,0.181,
20270795,Queens,Queens,11372,07/01/2020,2020,07/10/2020,0.002,0,,0.148,0.021,
20270799,Queens,Queens,11692,06/30/2020,2020,07/10/2020,0,0,,0.244,0.142,
20270805,Queens,Queens,11377,06/27/2020,2020,07/02/2020,0,0,,0.192,0.025,
20270809,Queens,Queens,11355,06/30/2020,2020,07/06/2020,0,0,,0.014,0.005,
20270814,Queens,Queens,11366,06/30/2020,2020,07/06/2020,0,0,,0.096,0.021,
20270826,Queens,Queens,11101,07/02/2020,2020,07/10/2020,0.001,0,,0.138,0.132,
20270829,Queens,Queens,11385,07/07/2020,2020,07/13/2020,0,0,,0.21,0.101,
20270830,Queens,Queens,11369,07/04/2020,2020,07/13/2020,0,0,,0.073,0.012,
20270857,Queens,Queens,11418,07/06/2020,2020,07/13/2020,0,0,,0.12,0.085,
20270864,Queens,Queens,11692,08/15/2020,2020,08/24/2020,0,0,,0.05,0.021,
20270871,Queens,Queens,11358,07/02/2020,2020,07/10/2020,0,0,,0.133,0.041,
20270873,Queens,Queens,11413,07/07/2020,2020,07/13/2020,0,0,,0.135,0.017,
20270882,Queens,Queens,11106,07/03/2020,2020,07/10/2020,0,0,,0.101,0.023,
20270910,Queens,Queens,11373,07/05/2020,2020,07/13/2020,0.002,0,,0.13,0.045,
20270940,Queens,Queens,11414,07/12/2020,2020,07/17/2020,0,0,,0.111,0.031,
20270968,Queens,Queens,11374,07/14/2020,2020,07/20/2020,0,0,,0.153,0.137,
20270979,Queens,Queens,11361,09/22/2020,2020,09/28/2020,0,0,,0.314,0.314,
20270985,Queens,Queens,11375,07/15/2020,2020,07/20/2020,0.001,0,,0.248,0.19,
20270996,Queens,Queens,11694,07/12/2020,2020,07/17/2020,0,0,,0.086,0.033,
20271053,Queens,Queens,11104,07/14/2020,2020,07/20/2020,0,0,,0.281,0.111,
20271054,Queens,Queens,11377,07/21/2020,2020,07/27/2020,0,0,,0.064,0.015,
20271060,Queens,Queens,11106,07/15/2020,2020,07/20/2020,0,0,,0.066,0.056,
20271065,Queens,Queens,11415,07/16/2020,2020,07/24/2020,0,0,,0.043,0.008,
20271073,Queens,Queens,11368,07/17/2020,2020,07/24/2020,0,0,,0.071,0.043,
20271077,Queens,Queens,11385,07/16/2020,2020,07/20/2020,0,0,,0.052,0.011,
20271080,Queens,Queens,11106,07/17/2020,2020,07/24/2020,0,0,,0.104,0.024,
20271109,Queens,Queens,11368,07/17/2020,2020,07/24/2020,0,0,,0.086,0.08,
20271122,Queens,Queens,11101,07/28/2020,2020,08/07/2020,0,0,,0.207,0.045,
20271127,Queens,Queens,11377,07/18/2020,2020,07/24/2020,0,0,,0.181,0.061,
20271133,Queens,Queens,11101,07/29/2020,2020,08/07/2020,0,0,,0.661,0.7,
20271155,Queens,Queens,11101,07/23/2020,2020,07/31/2020,0,0,,0.16,0.055,
20271160,Queens,Queens,11432,08/15/2020,2020,08/21/2020,0,0,,0.04,0.033,
20271161,Queens,Queens,11435,07/18/2020,2020,08/03/2020,0,0,,0.158,0.113,
20271168,Queens,Queens,11411,07/24/2020,2020,07/31/2020,0,0,,0.03,0.019,
20271177,Queens,Queens,11415,08/05/2020,2020,08/10/2020,0.002,0,,0.17,0.093,
20271181,Queens,Queens,11101,07/23/2020,2020,07/31/2020,0.001,0,,0.101,0.043,
20271182,Queens,Queens,11104,07/25/2020,2020,07/31/2020,0,0,,0.094,0.067,
20271187,Queens,Queens,11356,07/22/2020,2020,08/07/2020,0.001,0,,0.08,0.022,
20271206,Queens,Queens,11101,07/24/2020,2020,07/31/2020,0,0,,0.132,0.096,
20271212,Queens,Queens,11432,07/25/2020,2020,08/07/2020,0,0,,0.04,0.096,
20271213,Queens,Queens,11434,07/24/2020,2020,07/31/2020,0,0,,0.055,0.026,
20271223,Queens,Queens,11104,08/30/2020,2020,09/08/2020,0,0,,0.058,0.016,
20271236,Queens,Queens,11367,08/04/2020,2020,08/10/2020,0,0,,0.165,0.145,
20271237,Queens,Queens,11385,07/30/2020,2020,08/10/2020,0,0,,0.055,0.038,
20271251,Queens,Queens,11385,07/24/2020,2020,08/03/2020,0,0,,0.155,0.037,
20271261,Queens,Queens,11104,08/17/2020,2020,08/24/2020,0,0,,0.114,0.029,
20271263,Queens,Queens,11418,07/27/2020,2020,08/07/2020,0,0,,0.041,0.037,
20271277,Queens,Queens,11412,08/10/2020,2020,08/14/2020,0,0,,0.097,0.081,
20271339,Queens,Queens,11368,07/27/2020,2020,08/03/2020,0.002,0,,0.108,0.013,
20271469,Queens,Queens,11375,09/24/2020,2020,09/28/2020,0,0,,0.419,0.048,
20271476,Queens,Queens,11103,08/02/2020,2020,08/14/2020,0,0,,0.229,0.058,
20271485,Queens,Queens,11103,08/09/2020,2020,08/17/2020,0,0,,0.192,0.045,
20271489,Queens,Queens,11377,08/06/2020,2020,08/14/2020,0.003,0,,0.167,0.018,
20271510,Queens,Queens,11385,07/30/2020,2020,08/07/2020,0,0,,0.239,0.227,
20271511,Queens,Queens,11385,07/30/2020,2020,08/07/2020,0,0,,0.138,0.214,
20271520,Queens,Queens,11375,07/30/2020,2020,08/07/2020,0,0,,0.176,0.155,
20271523,Queens,Queens,11375,08/01/2020,2020,08/10/2020,0,0,,0.188,0.012,
20271525,Queens,Queens,11101,07/31/2020,2020,08/10/2020,0,0,,0.195,0.101,
20271527,Queens,Queens,11375,07/30/2020,2020,08/07/2020,0,0,,0.058,0.029,
20271538,Queens,Queens,11103,08/01/2020,2020,08/10/2020,0.002,0,,0.15,0.038,
20271548,Queens,Queens,11101,08/01/2020,2020,08/07/2020,0,0,,0.297,0.125,
20271553,Queens,Queens,11103,08/04/2020,2020,08/17/2020,0.001,0,,0.083,0.02,
20271559,Queens,Queens,11101,08/01/2020,2020,08/10/2020,0,0,,0.342,0.065,
20271568,Queens,Queens,11432,08/26/2020,2020,09/04/2020,0,0,,0.065,0.019,
20271576,Queens,Queens,11102,08/15/2020,2020,08/24/2020,0,0,,0.069,0.022,
20271754,Queens,Queens,11363,08/20/2020,2020,08/28/2020,0,0,,0.132,0.095,
20271757,Queens,Queens,11385,08/05/2020,2020,08/14/2020,0,0,,0.249,0.032,
20271776,Queens,Queens,11691,08/20/2020,2020,08/28/2020,0,0,,0.017,0.018,
20271778,Queens,Queens,11355,08/10/2020,2020,08/14/2020,0,0,,0.136,0.119,
20271780,Queens,Queens,11102,08/28/2020,2020,09/08/2020,0,0,,0.129,0.052,
20271784,Queens,Queens,11101,08/09/2020,2020,08/14/2020,0.001,0,,0.327,0.146,
20271797,Queens,Queens,11417,08/11/2020,2020,08/17/2020,0.003,0,,0.058,0.016,
20271835,Queens,Queens,11385,08/12/2020,2020,08/24/2020,0,0,,0.042,0.009,
20271842,Queens,Queens,11385,08/12/2020,2020,08/24/2020,0,0,,0.041,0.027,
20271843,Queens,Queens,11106,08/25/2020,2020,08/31/2020,0,0,,0.065,0.017,
20271852,Queens,Queens,11375,08/18/2020,2020,08/24/2020,0,0,,0.1,0.018,
20271854,Queens,Queens,11106,08/12/2020,2020,08/21/2020,0,0,,0.073,0.053,
20271864,Queens,Queens,11377,08/12/2020,2020,08/21/2020,0,0,,0.051,0.039,
20271867,Queens,Queens,11375,08/13/2020,2020,08/21/2020,0,0,,0.142,0.075,
20271875,Queens,Queens,11377,08/14/2020,2020,08/21/2020,0,0,,0.053,0.033,
20271906,Queens,Queens,11374,08/22/2020,2020,09/04/2020,0.002,0,,0.103,0.043,
20271907,Queens,Queens,11103,09/07/2020,2020,09/18/2020,0,0,,0.079,0.035,
20271941,Queens,Queens,11375,09/02/2020,2020,09/11/2020,0.004,0,,0.116,0.012,
20271942,Queens,Queens,11375,09/22/2020,2020,10/02/2020,0,0,,0.097,0.017,
20271961,Queens,Queens,11385,09/18/2020,2020,10/02/2020,0,0,,0.11,0.021,
20271982,Queens,Queens,11364,09/20/2020,2020,09/28/2020,0,0,,0.076,0.065,
20271987,Queens,Queens,11105,09/11/2020,2020,09/18/2020,0.002,0,,0.143,0.081,
20271997,Queens,Queens,11104,09/05/2020,2020,09/14/2020,0,0,,0.1,0.063,
20272000,Queens,Queens,11105,08/20/2020,2020,08/28/2020,0,0,,0.053,0.014,
20272002,Queens,Queens,11368,08/25/2020,2020,09/04/2020,0.001,0,,0.017,0.006,
20272005,Queens,Queens,11360,08/26/2020,2020,09/04/2020,0,0,,0.001,0.001,
20272013,Queens,Queens,11420,08/25/2020,2020,09/11/2020,0,0,,0.069,0.03,
20272015,Queens,Queens,11106,10/19/2020,2020,11/02/2020,0,0,,0.057,0.018,
20272033,Queens,Queens,11102,09/03/2020,2020,09/18/2020,0,0,,0.133,0.041,
20272036,Queens,Queens,11385,08/29/2020,2020,09/08/2020,0.002,0,,0.099,0.03,
20272042,Queens,Queens,11692,08/28/2020,2020,09/08/2020,0,0,,0.032,0.012,
20272050,Queens,Queens,11385,08/27/2020,2020,09/04/2020,0,0,,0.086,0.034,
20272052,Queens,Queens,11432,09/04/2020,2020,09/14/2020,0,0,,0.008,0.002,
20272054,Queens,Queens,11372,08/27/2020,2020,09/04/2020,0,0,,0.034,0.005,
20272060,Queens,Queens,11378,08/25/2020,2020,09/04/2020,0,0,,0.159,0.055,
20272066,Queens,Queens,11103,11/16/2020,2020,11/20/2020,0,0,,0.174,0.032,
20272072,Queens,Queens,11416,09/14/2020,2020,09/18/2020,0,0,,0.184,0.142,
20272087,Queens,Queens,11374,08/24/2020,2020,08/31/2020,0,0,,0.158,0.131,
20272088,Queens,Queens,11102,08/29/2020,2020,09/08/2020,0.002,0,,0.071,0.012,
20272098,Queens,Queens,11101,08/26/2020,2020,09/04/2020,0.003,0,,0.071,0.012,
20272102,Queens,Queens,11004,12/30/2020,2020,01/08/2021,0,0,,0.192,0.053,
20272110,Queens,Queens,11355,09/12/2020,2020,09/18/2020,0,0,,0.132,0.026,
20272112,Queens,Queens,11377,08/28/2020,2020,09/08/2020,0,0,,0.113,0.022,
20272129,Queens,Queens,11364,09/10/2020,2020,09/18/2020,0.001,0,,0.07,0.023,
20272133,Queens,Queens,11373,09/20/2020,2020,09/25/2020,0,0,,0.134,0.117,
20272154,Queens,Queens,11433,08/31/2020,2020,09/11/2020,0.001,0,,0.108,0.02,
20272163,Queens,Queens,11385,08/30/2020,2020,09/08/2020,0,0,,0.135,0.042,
20272165,Queens,Queens,11694,09/03/2020,2020,09/14/2020,0.001,0,,0.101,0.033,
20272179,Queens,Queens,11377,08/31/2020,2020,09/11/2020,0,0,,0.031,0.023,
20272206,Queens,Queens,11367,09/03/2020,2020,09/11/2020,0,0,,0.103,0.064,
20272209,Queens,Queens,11385,09/15/2020,2020,09/21/2020,0.014,0,,0.094,0.024,
20272222,Queens,Queens,11102,09/08/2020,2020,09/14/2020,0,0,,0.158,0.056,
20272243,Queens,Queens,11412,09/08/2020,2020,09/14/2020,0,0,,0.09,0.019,
20272273,Queens,Queens,11418,09/07/2020,2020,09/14/2020,0,0,,0.068,0.011,
20272285,Queens,Queens,11101,09/09/2020,2020,09/14/2020,0,0,,0.287,0.112,
20272317,Queens,Queens,11358,09/05/2020,2020,09/14/2020,0,0,,0.028,0.016,
20272344,Queens,Queens,11103,09/11/2020,2020,09/18/2020,0,0,,0.099,0.035,
20272371,Queens,Queens,11363,09/25/2020,2020,10/02/2020,0,0,,0.085,0.046,
20272378,Queens,Queens,11361,09/16/2020,2020,09/21/2020,0,0,,0.148,0.116,
20272380,Queens,Queens,11416,10/19/2020,2020,12/04/2020,0,0,,0.039,0.044,
20272383,Queens,Queens,11379,12/03/2020,2020,12/11/2020,0.002,0,,0.133,0.029,
20272401,Queens,Queens,11436,10/03/2020,2020,10/13/2020,0,0,,0.215,0.096,
20272402,Queens,Queens,11373,09/25/2020,2020,10/02/2020,0,0,,0.136,0.139,
20272409,Queens,Queens,11368,09/13/2020,2020,09/21/2020,0,0,,0.063,0.021,
20272410,Queens,Queens,11368,09/19/2020,2020,09/25/2020,0,0,,0.062,0.019,
20272414,Queens,Queens,11419,09/16/2020,2020,09/25/2020,0.008,0,,0.056,0.014,
20272428,Queens,Queens,11414,09/21/2020,2020,09/28/2020,0,0,,0.251,0.125,
20272446,Queens,Queens,11372,09/18/2020,2020,09/25/2020,0,0,,0.116,0.046,
20272455,Queens,Queens,11385,09/15/2020,2020,09/21/2020,0.002,0,,0.178,0.14,
20272457,Queens,Queens,11691,09/22/2020,2020,10/02/2020,0,0,,0.036,0.027,
20272478,Queens,Queens,11101,09/19/2020,2020,09/28/2020,0,0,,0.095,0.032,
20272479,Queens,Queens,11369,09/16/2020,2020,09/21/2020,0,0,,0.037,0.021,
20272496,Queens,Queens,11358,09/17/2020,2020,09/21/2020,0,0,,0.128,0.112,
20272507,Queens,Queens,11374,09/18/2020,2020,09/28/2020,0,0,,0.024,0.009,
20272514,Queens,Queens,11373,09/19/2020,2020,09/25/2020,0.001,0,,0.155,0.14,
20272519,Queens,Queens,11379,09/25/2020,2020,10/02/2020,0,0,,0.058,0.053,
20272526,Queens,Queens,11385,12/04/2020,2020,12/28/2020,0,0,,0.191,0.022,
20272534,Queens,Queens,11433,10/07/2020,2020,10/13/2020,0,0,,0.014,0.008,
20272591,Queens,Queens,11105,09/29/2020,2020,10/05/2020,0,0,,0.053,0.024,
20272628,Queens,Queens,11385,09/24/2020,2020,09/28/2020,0,0,,0.057,0.011,
20272637,Queens,Queens,11101,09/21/2020,2020,09/28/2020,0,0,,0.426,0.211,
20272646,Queens,Queens,11374,09/22/2020,2020,09/28/2020,0,0,,0.106,0.06,
20272656,Queens,Queens,11374,09/22/2020,2020,09/28/2020,0,0,,0.172,0.034,
20272662,Queens,Queens,11435,09/20/2020,2020,09/28/2020,0,0,,0.029,0.013,
20272681,Queens,Queens,11372,10/07/2020,2020,10/13/2020,0,0,,0.128,0.03,
20272682,Queens,Queens,11362,09/26/2020,2020,10/05/2020,0,0,,0.152,0.062,
20272687,Queens,Queens,11355,09/20/2020,2020,09/25/2020,0,0,,0.101,0.054,
20272697,Queens,Queens,11375,10/23/2020,2020,10/30/2020,0,0,,0.035,0.004,
20272700,Queens,Queens,11385,09/21/2020,2020,09/28/2020,0,0,,0.198,0.054,
20272704,Queens,Queens,11103,10/03/2020,2020,10/13/2020,0,0,,0.072,0.015,
20272707,Queens,Queens,11374,09/21/2020,2020,09/25/2020,0,0,,0.11,0.023,
20272725,Queens,Queens,11434,10/14/2020,2020,10/19/2020,0,0,,0.19,0.074,
20272735,Queens,Queens,11385,10/06/2020,2020,10/13/2020,0,0,,0.041,0.012,
20272749,Queens,Queens,11377,09/27/2020,2020,10/05/2020,0,0,,0.131,0.026,
20272758,Queens,Queens,11434,10/07/2020,2020,10/13/2020,0,0,,0.041,0.018,
20272760,Queens,Queens,11385,09/27/2020,2020,10/05/2020,0,0,,0.09,0.026,
20272785,Queens,Queens,11373,09/23/2020,2020,09/28/2020,0,0,,0.074,0.034,
20272786,Queens,Queens,11372,09/23/2020,2020,09/28/2020,0,0,,0.076,0.023,
20272787,Queens,Queens,11418,09/28/2020,2020,10/02/2020,0,0,,0.113,0.032,
20272796,Queens,Queens,11374,09/26/2020,2020,10/02/2020,0,0,,0.029,0.025,
20272805,Queens,Queens,11368,09/25/2020,2020,10/02/2020,0,0,,0.121,0.036,
20272815,Queens,Queens,11369,10/06/2020,2020,10/13/2020,0,0,,0.105,0.068,
20272829,Queens,Queens,11385,09/25/2020,2020,10/05/2020,0,0,,0.11,0.087,
20272850,Queens,Queens,11373,09/28/2020,2020,10/05/2020,0,0,,0.063,0.053,
20272852,Queens,Queens,11373,10/16/2020,2020,10/26/2020,0,0,,0.049,0.031,
20272859,Queens,Queens,11356,10/02/2020,2020,10/09/2020,0,0,,0.057,0.025,
20272863,Queens,Queens,11377,10/04/2020,2020,10/19/2020,0,0,,0.143,0.055,
20272879,Queens,Queens,11373,10/05/2020,2020,10/13/2020,0,0,,0.099,0.035,
20272882,Queens,Queens,11385,09/30/2020,2020,10/09/2020,0,0,,0.168,0.018,
20272883,Queens,Queens,11375,09/27/2020,2020,10/05/2020,0,0,,0.23,0.07,
20272884,Queens,Queens,11423,10/24/2020,2020,11/02/2020,0.003,0,,0.18,0.024,
20272925,Queens,#N/A,11040,10/03/2020,2020,10/09/2020,0,0,,0.134,0.149,
20272938,Queens,Queens,11370,09/30/2020,2020,10/05/2020,0,0,,0.081,0.029,
20274412,Queens,Queens,11106,10/06/2020,2020,10/13/2020,0,0,,0.02,0.012,
20274418,Queens,Queens,11375,10/17/2020,2020,10/23/2020,0,0,,0.195,0.178,
20274432,Queens,Queens,11369,10/06/2020,2020,10/16/2020,0,0,,0.075,0.02,
20274437,Queens,Queens,11432,10/06/2020,2020,10/13/2020,0,0,,0.129,0.077,
20274468,Queens,Queens,11374,11/03/2020,2020,11/09/2020,0,0,,0.054,0.015,
20274477,Queens,Queens,11375,10/07/2020,2020,10/13/2020,0,0,,0.014,0.009,
20274492,Queens,Queens,11101,10/03/2020,2020,10/09/2020,0,0,,0.349,0.073,
20274500,Queens,Queens,11355,10/21/2020,2020,10/26/2020,0,0,,0.03,0.015,
20274522,Queens,Queens,11418,10/06/2020,2020,10/13/2020,0,0,,0.127,0.016,
20274524,Queens,Queens,11435,10/06/2020,2020,10/13/2020,0.001,0,,0.011,0.029,
20274526,Queens,Queens,11373,10/30/2020,2020,11/09/2020,0,0,,0.07,0.02,
20274558,Queens,Queens,11416,10/13/2020,2020,10/19/2020,0,0,,0.03,0.021,
20274575,Queens,Queens,11355,10/08/2020,2020,10/16/2020,0,0,,0.13,0.046,
20274607,Queens,Queens,11370,10/20/2020,2020,10/26/2020,0,0,,0.198,0.087,
20274611,Queens,Queens,11356,10/07/2020,2020,10/16/2020,0,0,,0.074,0.043,
20274617,Queens,Queens,11691,10/16/2020,2020,10/23/2020,0,0,,0.075,0.031,
20274629,Queens,Queens,11691,10/09/2020,2020,10/19/2020,0,0,,0.182,0.138,
20274634,Queens,Queens,11372,10/09/2020,2020,10/16/2020,0,0,,0.053,0.04,
20274641,Queens,Queens,11370,10/08/2020,2020,10/16/2020,0,0,,0.225,0.181,
20274646,Queens,Queens,11355,10/18/2020,2020,10/26/2020,0,0,,0.196,0.025,
20274934,Queens,Queens,11368,10/19/2020,2020,10/23/2020,0,0,,0.042,0.01,
20274935,Queens,Queens,11368,10/15/2020,2020,10/26/2020,0,0,,0.041,0.015,
20274952,Queens,Queens,11374,10/21/2020,2020,10/30/2020,0,0,,0.044,0.04,
20274962,Queens,Queens,11372,10/23/2020,2020,10/30/2020,0,0,,0.101,0.069,
20274969,Queens,Queens,11418,11/03/2020,2020,11/09/2020,0,0,,0.078,0.021,
20274977,Queens,Queens,11373,10/14/2020,2020,10/19/2020,0,0,,0.11,0.016,
20274982,Queens,Queens,11377,10/22/2020,2020,10/26/2020,0,0,,0.032,0.029,
20274984,Queens,Queens,11420,11/12/2020,2020,11/16/2020,0,0,,0.039,0.031,
20274987,Queens,Queens,11360,10/23/2020,2020,11/02/2020,0,0,,0.095,0.027,
20274989,Queens,Queens,11366,11/13/2020,2020,11/20/2020,0,0,,0.034,0.021,
20274997,Queens,Queens,11355,10/20/2020,2020,10/26/2020,0.001,0,,0.108,0.036,
20275000,Queens,Queens,11426,10/19/2020,2020,11/16/2020,0,0,,0.087,0.044,
20275002,Queens,Queens,11418,11/12/2020,2020,11/20/2020,0,0,,0.256,0.272,
20275003,Queens,Queens,11420,10/25/2020,2020,11/02/2020,0.001,0,,0.163,0.022,
20275004,Queens,Queens,11418,10/24/2020,2020,10/30/2020,0,0,,0.159,0.081,
20275005,Queens,Queens,11411,11/12/2020,2020,11/20/2020,0.004,0,,0.085,0.023,
20275006,Queens,Queens,11377,10/28/2020,2020,11/02/2020,0,0,,0.038,0.017,
20275007,Queens,Queens,11354,11/10/2020,2020,11/16/2020,0,0,,0.116,0.04,
20275008,Queens,Queens,11361,11/03/2020,2020,11/09/2020,0,0,,0.057,0.032,
20275012,Queens,Queens,11103,11/01/2020,2020,11/09/2020,0.003,0,,0.187,0.016,
20275013,Queens,Queens,11101,11/25/2020,2020,12/04/2020,0.003,0,,0.165,0.029,
20275016,Queens,Queens,11101,10/14/2020,2020,10/23/2020,0,0,,0.014,0.004,
20275048,Queens,Queens,11421,12/13/2020,2020,01/04/2021,0.003,0,,0.063,0.037,
20275051,Queens,Queens,11379,10/25/2020,2020,11/02/2020,0,0,,0.228,0.03,
20275053,Queens,Queens,11367,10/20/2020,2020,10/26/2020,0,0,,0.197,0.046,
20275065,Queens,Queens,11367,10/20/2020,2020,10/26/2020,0,0,,0.027,0.018,
20275068,Queens,Queens,11385,10/23/2020,2020,10/30/2020,0,0,,0.033,0.01,
20275069,Queens,Queens,11375,10/29/2020,2020,11/02/2020,0,0,,0.116,0.015,
