geo_type,geo_area_id,geo_area_name,borough_id,borough_name,time_period,Children under 6 years with elevated blood lead levels (BLL) Number BLL >=5 µg/dL,Children under 6 years with elevated blood lead levels (BLL) Number BLL >=5 µg/dL _NOTES,Children under 6 years with elevated blood lead levels (BLL) Number BLL>=10 µg/dL,Children under 6 years with elevated blood lead levels (BLL) Number BLL>=10 µg/dL _NOTES,Children under 6 years with elevated blood lead levels (BLL) Number BLL>=15 µg/dL,Children under 6 years with elevated blood lead levels (BLL) Number BLL>=15 µg/dL _NOTES,Children under 6 years with elevated blood lead levels (BLL) Number Tested,Children under 6 years with elevated blood lead levels (BLL) Number Tested _NOTES,"Children under 6 years with elevated blood lead levels (BLL) Rate  BLL>=5 µg/dL per 1,000 tested","Children under 6 years with elevated blood lead levels (BLL) Rate  BLL>=5 µg/dL per 1,000 tested_NOTES","Children under 6 years with elevated blood lead levels (BLL) Rate BLL>=10 µg/dL per 1,000 tested","Children under 6 years with elevated blood lead levels (BLL) Rate BLL>=10 µg/dL per 1,000 tested_NOTES","Children under 6 years with elevated blood lead levels (BLL) Rate BLL>=15 µg/dL per 1,000 tested","Children under 6 years with elevated blood lead levels (BLL) Rate BLL>=15 µg/dL per 1,000 tested_NOTES"
Neighborhood (UHF 42),202,Downtown - Heights - Slope,2,Brooklyn,2013,159,,15,,8,*Estimate is based on small numbers so should be interpreted with caution.,"7,200",,21.9,,2.1,,1.1,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),202,Downtown - Heights - Slope,2,Brooklyn,2016,130,,17,,3,*Estimate is based on small numbers so should be interpreted with caution.,"7,200",,18,,2.4,,0.4,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),202,Downtown - Heights - Slope,2,Brooklyn,2009,378,,33,,13,,"7,500",,50.5,,4.4,,1.7,
Neighborhood (UHF 42),207,East Flatbush - Flatbush,2,Brooklyn,2013,387,,43,,15,,"12,800",,30.2,,3.4,,1.2,
Neighborhood (UHF 42),207,East Flatbush - Flatbush,2,Brooklyn,2011,670,,69,,26,,"14,500",,46.1,,4.7,,1.8,
Neighborhood (UHF 42),207,East Flatbush - Flatbush,2,Brooklyn,2016,236,,37,,13,,"10,700",,22.1,,3.5,,1.2,
Neighborhood (UHF 42),207,East Flatbush - Flatbush,2,Brooklyn,2006,"2,121",,173,,62,,"13,900",,153,,12.5,,4.5,
Neighborhood (UHF 42),207,East Flatbush - Flatbush,2,Brooklyn,2015,264,,37,,10,*Estimate is based on small numbers so should be interpreted with caution.,"11,500",,23,,3.2,,0.9,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),207,East Flatbush - Flatbush,2,Brooklyn,2009,799,,80,,26,,"14,000",,56.9,,5.7,,1.9,
Neighborhood (UHF 42),207,East Flatbush - Flatbush,2,Brooklyn,2012,450,,35,,13,,"13,400",,33.6,,2.6,,1,
Neighborhood (UHF 42),207,East Flatbush - Flatbush,2,Brooklyn,2008,"1,094",,94,,32,,"13,800",,79.1,,6.8,,2.3,
Neighborhood (UHF 42),207,East Flatbush - Flatbush,2,Brooklyn,2010,788,,81,,33,,"14,600",,54,,5.6,,2.3,
Neighborhood (UHF 42),207,East Flatbush - Flatbush,2,Brooklyn,2014,304,,38,,11,*Estimate is based on small numbers so should be interpreted with caution.,"12,200",,25,,3.1,,0.9,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),207,East Flatbush - Flatbush,2,Brooklyn,2005,"2,214",,187,,64,,"14,800",,150,,12.7,,4.3,
Neighborhood (UHF 42),207,East Flatbush - Flatbush,2,Brooklyn,2007,"1,852",,139,,44,,"13,700",,135.7,,10.2,,3.2,
Neighborhood (UHF 42),303,East Harlem,3,Manhattan,2015,45,,7,*Estimate is based on small numbers so should be interpreted with caution.,2,*Estimate is based on small numbers so should be interpreted with caution.,"3,500",,12.8,,2,*Estimate is based on small numbers so should be interpreted with caution.,0.6,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),303,East Harlem,3,Manhattan,2010,144,,19,,9,*Estimate is based on small numbers so should be interpreted with caution.,"4,500",,32.4,,4.3,,2,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),303,East Harlem,3,Manhattan,2009,158,,15,,6,*Estimate is based on small numbers so should be interpreted with caution.,"4,500",,35.1,,3.3,,1.3,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),303,East Harlem,3,Manhattan,2011,116,,12,,6,*Estimate is based on small numbers so should be interpreted with caution.,"4,400",,26.2,,2.7,,1.4,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),303,East Harlem,3,Manhattan,2014,66,,7,*Estimate is based on small numbers so should be interpreted with caution.,4,*Estimate is based on small numbers so should be interpreted with caution.,"3,800",,17.5,,1.9,*Estimate is based on small numbers so should be interpreted with caution.,1.1,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),303,East Harlem,3,Manhattan,2012,63,,7,*Estimate is based on small numbers so should be interpreted with caution.,3,*Estimate is based on small numbers so should be interpreted with caution.,"4,200",,15.1,,1.7,*Estimate is based on small numbers so should be interpreted with caution.,0.7,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),303,East Harlem,3,Manhattan,2006,762,,22,,8,*Estimate is based on small numbers so should be interpreted with caution.,"4,900",,154.2,,4.5,,1.6,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),303,East Harlem,3,Manhattan,2008,271,,21,,5,*Estimate is based on small numbers so should be interpreted with caution.,"4,600",,58.9,,4.6,,1.1,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),303,East Harlem,3,Manhattan,2013,60,,10,*Estimate is based on small numbers so should be interpreted with caution.,7,*Estimate is based on small numbers so should be interpreted with caution.,"3,900",,15.2,,2.5,*Estimate is based on small numbers so should be interpreted with caution.,1.8,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),303,East Harlem,3,Manhattan,2007,525,,16,,6,*Estimate is based on small numbers so should be interpreted with caution.,"4,700",,111.5,,3.4,,1.3,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),303,East Harlem,3,Manhattan,2016,26,,5,*Estimate is based on small numbers so should be interpreted with caution.,2,*Estimate is based on small numbers so should be interpreted with caution.,"3,300",,7.9,,1.5,*Estimate is based on small numbers so should be interpreted with caution.,0.6,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),303,East Harlem,3,Manhattan,2005,778,,42,,6,*Estimate is based on small numbers so should be interpreted with caution.,"4,800",,161.8,,8.7,,1.2,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),204,East New York,2,Brooklyn,2015,193,,41,,14,,"10,200",,18.8,,4,,1.4,
Neighborhood (UHF 42),204,East New York,2,Brooklyn,2008,742,,68,,24,,"10,800",,68.5,,6.3,,2.2,
Neighborhood (UHF 42),204,East New York,2,Brooklyn,2011,426,,49,,15,,"11,200",,38.2,,4.4,,1.3,
Neighborhood (UHF 42),204,East New York,2,Brooklyn,2006,"1,595",,167,,48,,"10,400",,153.8,,16.1,,4.6,
Neighborhood (UHF 42),204,East New York,2,Brooklyn,2009,504,,57,,23,,"11,200",,45,,5.1,,2.1,
Neighborhood (UHF 42),204,East New York,2,Brooklyn,2016,158,,24,,3,*Estimate is based on small numbers so should be interpreted with caution.,"9,700",,16.3,,2.5,,0.3,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),204,East New York,2,Brooklyn,2013,239,,32,,12,,"10,400",,23,,3.1,,1.2,
Neighborhood (UHF 42),204,East New York,2,Brooklyn,2010,434,,50,,21,,"11,200",,38.8,,4.5,,1.9,
Neighborhood (UHF 42),204,East New York,2,Brooklyn,2014,220,,40,,17,,"10,200",,21.6,,3.9,,1.7,
Neighborhood (UHF 42),204,East New York,2,Brooklyn,2012,279,,25,,10,*Estimate is based on small numbers so should be interpreted with caution.,"10,600",,26.4,,2.4,,0.9,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),204,East New York,2,Brooklyn,2005,"1,767",,156,,47,,"10,800",,163.8,,14.5,,4.4,
Neighborhood (UHF 42),204,East New York,2,Brooklyn,2007,"1,378",,116,,29,,"10,700",,128.9,,10.9,,2.7,
Neighborhood (UHF 42),403,Flushing - Clearview,4,Queens,2011,149,,13,,7,*Estimate is based on small numbers so should be interpreted with caution.,"8,200",,18.1,,1.6,,0.9,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),403,Flushing - Clearview,4,Queens,2006,455,,33,,10,*Estimate is based on small numbers so should be interpreted with caution.,"7,000",,64.6,,4.7,,1.4,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),403,Flushing - Clearview,4,Queens,2010,241,,23,,7,*Estimate is based on small numbers so should be interpreted with caution.,"8,400",,28.7,,2.7,,0.8,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),403,Flushing - Clearview,4,Queens,2007,424,,21,,8,*Estimate is based on small numbers so should be interpreted with caution.,"7,400",,57.6,,2.9,,1.1,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),403,Flushing - Clearview,4,Queens,2014,119,,17,,4,*Estimate is based on small numbers so should be interpreted with caution.,"8,800",,13.5,,1.9,,0.5,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),403,Flushing - Clearview,4,Queens,2009,239,,23,,9,*Estimate is based on small numbers so should be interpreted with caution.,"8,200",,29.3,,2.8,,1.1,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),403,Flushing - Clearview,4,Queens,2013,111,,15,,3,*Estimate is based on small numbers so should be interpreted with caution.,"8,700",,12.8,,1.7,,0.3,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),403,Flushing - Clearview,4,Queens,2015,108,,15,,7,*Estimate is based on small numbers so should be interpreted with caution.,"9,400",,11.5,,1.6,,0.7,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),403,Flushing - Clearview,4,Queens,2016,74,,12,,4,*Estimate is based on small numbers so should be interpreted with caution.,"9,600",,7.7,,1.2,,0.4,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),403,Flushing - Clearview,4,Queens,2008,312,,24,,11,*Estimate is based on small numbers so should be interpreted with caution.,"8,000",,39,,3,,1.4,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),403,Flushing - Clearview,4,Queens,2012,114,,19,,9,*Estimate is based on small numbers so should be interpreted with caution.,"8,400",,13.5,,2.3,,1.1,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),403,Flushing - Clearview,4,Queens,2005,458,,56,,21,,"6,700",,67.9,,8.3,,3.1,
Neighborhood (UHF 42),103,Fordham - Bronx Pk,1,Bronx,2013,309,,57,,23,,"12,800",,24.2,,4.5,,1.8,
Neighborhood (UHF 42),103,Fordham - Bronx Pk,1,Bronx,2015,217,,31,,15,,"12,400",,17.4,,2.5,,1.2,
Neighborhood (UHF 42),103,Fordham - Bronx Pk,1,Bronx,2007,"1,288",,90,,29,,"13,300",,97,,6.8,,2.2,
Neighborhood (UHF 42),103,Fordham - Bronx Pk,1,Bronx,2005,"1,697",,132,,36,,"13,000",,130.5,,10.1,,2.8,
Neighborhood (UHF 42),103,Fordham - Bronx Pk,1,Bronx,2014,281,,48,,18,,"12,700",,22.2,,3.8,,1.4,
Neighborhood (UHF 42),103,Fordham - Bronx Pk,1,Bronx,2009,647,,74,,31,,"13,900",,46.5,,5.3,,2.2,
Neighborhood (UHF 42),103,Fordham - Bronx Pk,1,Bronx,2012,348,,52,,22,,"12,900",,27,,4,,1.7,
Neighborhood (UHF 42),103,Fordham - Bronx Pk,1,Bronx,2006,"1,458",,120,,40,,"13,300",,109.7,,9,,3,
Neighborhood (UHF 42),103,Fordham - Bronx Pk,1,Bronx,2010,629,,76,,21,,"13,900",,45.1,,5.5,,1.5,
Neighborhood (UHF 42),103,Fordham - Bronx Pk,1,Bronx,2008,951,,75,,25,,"13,700",,69.5,,5.5,,1.8,
Neighborhood (UHF 42),103,Fordham - Bronx Pk,1,Bronx,2011,453,,75,,26,,"13,900",,32.5,,5.4,,1.9,
Neighborhood (UHF 42),103,Fordham - Bronx Pk,1,Bronx,2016,209,,47,,24,,"11,900",,17.5,,3.9,,2,
Neighborhood (UHF 42),406,Fresh Meadows,4,Queens,2015,42,,10,*Estimate is based on small numbers so should be interpreted with caution.,4,*Estimate is based on small numbers so should be interpreted with caution.,"4,000",,10.5,,2.5,*Estimate is based on small numbers so should be interpreted with caution.,1,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),406,Fresh Meadows,4,Queens,2005,204,,14,,7,*Estimate is based on small numbers so should be interpreted with caution.,"3,400",,60.1,,4.1,,2.1,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),406,Fresh Meadows,4,Queens,2006,218,,15,,4,*Estimate is based on small numbers so should be interpreted with caution.,"3,400",,63.4,,4.4,,1.2,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),406,Fresh Meadows,4,Queens,2009,131,,9,*Estimate is based on small numbers so should be interpreted with caution.,2,*Estimate is based on small numbers so should be interpreted with caution.,"3,800",,34.2,,2.4,*Estimate is based on small numbers so should be interpreted with caution.,0.5,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),406,Fresh Meadows,4,Queens,2010,93,,11,*Estimate is based on small numbers so should be interpreted with caution.,4,*Estimate is based on small numbers so should be interpreted with caution.,"3,900",,24,,2.8,*Estimate is based on small numbers so should be interpreted with caution.,1,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),406,Fresh Meadows,4,Queens,2016,29,,1,*Estimate is based on small numbers so should be interpreted with caution.,1,*Estimate is based on small numbers so should be interpreted with caution.,"3,800",,7.7,,0.3,*Estimate is based on small numbers so should be interpreted with caution.,0.3,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),406,Fresh Meadows,4,Queens,2011,67,,4,*Estimate is based on small numbers so should be interpreted with caution.,1,*Estimate is based on small numbers so should be interpreted with caution.,"4,000",,16.8,,1,*Estimate is based on small numbers so should be interpreted with caution.,0.3,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),406,Fresh Meadows,4,Queens,2014,45,,7,*Estimate is based on small numbers so should be interpreted with caution.,5,*Estimate is based on small numbers so should be interpreted with caution.,"4,200",,10.8,,1.7,*Estimate is based on small numbers so should be interpreted with caution.,1.2,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),406,Fresh Meadows,4,Queens,2007,216,,9,*Estimate is based on small numbers so should be interpreted with caution.,6,*Estimate is based on small numbers so should be interpreted with caution.,"3,500",,61.6,,2.6,*Estimate is based on small numbers so should be interpreted with caution.,1.7,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),406,Fresh Meadows,4,Queens,2013,60,,4,*Estimate is based on small numbers so should be interpreted with caution.,3,*Estimate is based on small numbers so should be interpreted with caution.,"4,100",,14.7,,1,*Estimate is based on small numbers so should be interpreted with caution.,0.7,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),406,Fresh Meadows,4,Queens,2012,54,,6,*Estimate is based on small numbers so should be interpreted with caution.,1,*Estimate is based on small numbers so should be interpreted with caution.,"4,000",,13.6,,1.5,*Estimate is based on small numbers so should be interpreted with caution.,0.3,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),406,Fresh Meadows,4,Queens,2008,147,,9,*Estimate is based on small numbers so should be interpreted with caution.,5,*Estimate is based on small numbers so should be interpreted with caution.,"3,600",,40.4,,2.5,*Estimate is based on small numbers so should be interpreted with caution.,1.4,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),307,Gramercy Park - Murray Hill,3,Manhattan,2016,6,*Estimate is based on small numbers so should be interpreted with caution.,1,*Estimate is based on small numbers so should be interpreted with caution.,1,*Estimate is based on small numbers so should be interpreted with caution.,"1,800",,3.4,*Estimate is based on small numbers so should be interpreted with caution.,0.6,*Estimate is based on small numbers so should be interpreted with caution.,0.6,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),307,Gramercy Park - Murray Hill,3,Manhattan,2005,153,,12,,1,*Estimate is based on small numbers so should be interpreted with caution.,"1,800",,85.7,,6.7,,0.6,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),307,Gramercy Park - Murray Hill,3,Manhattan,2006,154,,10,*Estimate is based on small numbers so should be interpreted with caution.,4,*Estimate is based on small numbers so should be interpreted with caution.,"2,000",,78.9,,5.1,*Estimate is based on small numbers so should be interpreted with caution.,2.1,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),307,Gramercy Park - Murray Hill,3,Manhattan,2007,151,,7,*Estimate is based on small numbers so should be interpreted with caution.,0,*Estimate is based on small numbers so should be interpreted with caution.,"1,900",,79.2,,3.7,*Estimate is based on small numbers so should be interpreted with caution.,0,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),307,Gramercy Park - Murray Hill,3,Manhattan,2015,15,,5,*Estimate is based on small numbers so should be interpreted with caution.,0,*Estimate is based on small numbers so should be interpreted with caution.,"1,900",,8.1,,2.7,*Estimate is based on small numbers so should be interpreted with caution.,0,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),307,Gramercy Park - Murray Hill,3,Manhattan,2014,13,,4,*Estimate is based on small numbers so should be interpreted with caution.,0,*Estimate is based on small numbers so should be interpreted with caution.,"1,800",,7.4,,2.3,*Estimate is based on small numbers so should be interpreted with caution.,0,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),307,Gramercy Park - Murray Hill,3,Manhattan,2012,27,,3,*Estimate is based on small numbers so should be interpreted with caution.,1,*Estimate is based on small numbers so should be interpreted with caution.,"2,000",,13.3,,1.5,*Estimate is based on small numbers so should be interpreted with caution.,0.5,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),307,Gramercy Park - Murray Hill,3,Manhattan,2010,51,,7,*Estimate is based on small numbers so should be interpreted with caution.,2,*Estimate is based on small numbers so should be interpreted with caution.,"2,200",,23.5,,3.2,*Estimate is based on small numbers so should be interpreted with caution.,0.9,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),307,Gramercy Park - Murray Hill,3,Manhattan,2008,77,,7,*Estimate is based on small numbers so should be interpreted with caution.,2,*Estimate is based on small numbers so should be interpreted with caution.,"1,900",,41,,3.7,*Estimate is based on small numbers so should be interpreted with caution.,1.1,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),307,Gramercy Park - Murray Hill,3,Manhattan,2011,33,,2,*Estimate is based on small numbers so should be interpreted with caution.,1,*Estimate is based on small numbers so should be interpreted with caution.,"2,100",,16.1,,1,*Estimate is based on small numbers so should be interpreted with caution.,0.5,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),307,Gramercy Park - Murray Hill,3,Manhattan,2009,69,,4,*Estimate is based on small numbers so should be interpreted with caution.,0,*Estimate is based on small numbers so should be interpreted with caution.,"2,000",,34.6,,2,*Estimate is based on small numbers so should be interpreted with caution.,0,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),307,Gramercy Park - Murray Hill,3,Manhattan,2013,28,,3,*Estimate is based on small numbers so should be interpreted with caution.,0,*Estimate is based on small numbers so should be interpreted with caution.,"2,000",,14.1,,1.5,*Estimate is based on small numbers so should be interpreted with caution.,0,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),201,Greenpoint,2,Brooklyn,2013,329,,31,,11,*Estimate is based on small numbers so should be interpreted with caution.,"4,500",,73.6,,6.9,,2.5,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),201,Greenpoint,2,Brooklyn,2012,394,,47,,10,*Estimate is based on small numbers so should be interpreted with caution.,"4,900",,80.9,,9.7,,2.1,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),201,Greenpoint,2,Brooklyn,2006,786,,78,,23,,"4,600",,169.3,,16.8,,5,
Neighborhood (UHF 42),201,Greenpoint,2,Brooklyn,2007,864,,94,,19,,"4,700",,182.8,,19.9,,4,
Neighborhood (UHF 42),201,Greenpoint,2,Brooklyn,2016,216,,29,,8,*Estimate is based on small numbers so should be interpreted with caution.,"4,200",,51.9,,7,,1.9,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),201,Greenpoint,2,Brooklyn,2009,597,,72,,19,,"4,900",,121.1,,14.6,,3.9,
Neighborhood (UHF 42),201,Greenpoint,2,Brooklyn,2008,657,,64,,21,,"4,800",,138.2,,13.5,,4.4,
Neighborhood (UHF 42),201,Greenpoint,2,Brooklyn,2005,869,,71,,22,,"5,100",,171.1,,14,,4.3,
Neighborhood (UHF 42),201,Greenpoint,2,Brooklyn,2014,229,,23,,8,*Estimate is based on small numbers so should be interpreted with caution.,"4,100",,56.1,,5.6,,2,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),201,Greenpoint,2,Brooklyn,2011,526,,53,,12,,"5,000",,104.9,,10.6,,2.4,
Neighborhood (UHF 42),201,Greenpoint,2,Brooklyn,2010,519,,59,,25,,"5,100",,101.5,,11.5,,4.9,
Neighborhood (UHF 42),201,Greenpoint,2,Brooklyn,2015,215,,28,,4,*Estimate is based on small numbers so should be interpreted with caution.,"4,200",,51,,6.6,,0.9,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),308,Greenwich Village - SoHo,3,Manhattan,2012,34,,5,*Estimate is based on small numbers so should be interpreted with caution.,1,*Estimate is based on small numbers so should be interpreted with caution.,"1,600",,21.4,,3.1,*Estimate is based on small numbers so should be interpreted with caution.,0.6,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),308,Greenwich Village - SoHo,3,Manhattan,2007,188,,10,*Estimate is based on small numbers so should be interpreted with caution.,1,*Estimate is based on small numbers so should be interpreted with caution.,"1,600",,121.1,,6.4,*Estimate is based on small numbers so should be interpreted with caution.,0.6,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),308,Greenwich Village - SoHo,3,Manhattan,2011,50,,6,*Estimate is based on small numbers so should be interpreted with caution.,3,*Estimate is based on small numbers so should be interpreted with caution.,"1,700",,29.6,,3.6,*Estimate is based on small numbers so should be interpreted with caution.,1.8,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),308,Greenwich Village - SoHo,3,Manhattan,2009,82,,6,*Estimate is based on small numbers so should be interpreted with caution.,0,*Estimate is based on small numbers so should be interpreted with caution.,"1,500",,55.6,,4.1,*Estimate is based on small numbers so should be interpreted with caution.,0,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),308,Greenwich Village - SoHo,3,Manhattan,2014,37,,7,*Estimate is based on small numbers so should be interpreted with caution.,1,*Estimate is based on small numbers so should be interpreted with caution.,"1,300",,28.1,,5.3,*Estimate is based on small numbers so should be interpreted with caution.,0.8,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),308,Greenwich Village - SoHo,3,Manhattan,2006,190,,7,*Estimate is based on small numbers so should be interpreted with caution.,2,*Estimate is based on small numbers so should be interpreted with caution.,"1,500",,129.9,,4.8,*Estimate is based on small numbers so should be interpreted with caution.,1.4,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),308,Greenwich Village - SoHo,3,Manhattan,2013,37,,3,*Estimate is based on small numbers so should be interpreted with caution.,1,*Estimate is based on small numbers so should be interpreted with caution.,"1,500",,24.6,,2,*Estimate is based on small numbers so should be interpreted with caution.,0.7,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),308,Greenwich Village - SoHo,3,Manhattan,2005,209,,13,,3,*Estimate is based on small numbers so should be interpreted with caution.,"1,400",,150.5,,9.4,,2.2,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),308,Greenwich Village - SoHo,3,Manhattan,2015,28,,0,*Estimate is based on small numbers so should be interpreted with caution.,0,*Estimate is based on small numbers so should be interpreted with caution.,"1,500",,19.2,,0,*Estimate is based on small numbers so should be interpreted with caution.,0,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),308,Greenwich Village - SoHo,3,Manhattan,2010,74,,7,*Estimate is based on small numbers so should be interpreted with caution.,2,*Estimate is based on small numbers so should be interpreted with caution.,"1,700",,42.8,,4.1,*Estimate is based on small numbers so should be interpreted with caution.,1.2,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),308,Greenwich Village - SoHo,3,Manhattan,2008,115,,7,*Estimate is based on small numbers so should be interpreted with caution.,0,*Estimate is based on small numbers so should be interpreted with caution.,"1,500",,78.4,,4.8,*Estimate is based on small numbers so should be interpreted with caution.,0,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),308,Greenwich Village - SoHo,3,Manhattan,2016,15,,1,*Estimate is based on small numbers so should be interpreted with caution.,0,*Estimate is based on small numbers so should be interpreted with caution.,"1,400",,10.6,,0.7,*Estimate is based on small numbers so should be interpreted with caution.,0,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),106,High Bridge - Morrisania,1,Bronx,2006,"1,441",,89,,28,,"12,100",,119,,7.4,,2.3,
Neighborhood (UHF 42),106,High Bridge - Morrisania,1,Bronx,2009,502,,52,,19,,"12,400",,40.6,,4.2,,1.5,
Neighborhood (UHF 42),106,High Bridge - Morrisania,1,Bronx,2005,"1,544",,112,,33,,"11,100",,138.6,,10.1,,3,
Neighborhood (UHF 42),106,High Bridge - Morrisania,1,Bronx,2014,222,,33,,10,*Estimate is based on small numbers so should be interpreted with caution.,"11,500",,19.3,,2.9,,0.9,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),106,High Bridge - Morrisania,1,Bronx,2010,516,,54,,23,,"12,300",,42,,4.4,,1.9,
Neighborhood (UHF 42),106,High Bridge - Morrisania,1,Bronx,2012,273,,34,,14,,"12,000",,22.8,,2.8,,1.2,
Neighborhood (UHF 42),106,High Bridge - Morrisania,1,Bronx,2008,809,,50,,18,,"12,500",,64.8,,4,,1.4,
Neighborhood (UHF 42),106,High Bridge - Morrisania,1,Bronx,2015,169,,22,,7,*Estimate is based on small numbers so should be interpreted with caution.,"10,900",,15.5,,2,,0.6,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),106,High Bridge - Morrisania,1,Bronx,2011,380,,32,,11,*Estimate is based on small numbers so should be interpreted with caution.,"12,500",,30.4,,2.6,,0.9,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),106,High Bridge - Morrisania,1,Bronx,2007,"1,179",,82,,26,,"12,400",,95.3,,6.6,,2.1,
Neighborhood (UHF 42),106,High Bridge - Morrisania,1,Bronx,2016,158,,15,,5,*Estimate is based on small numbers so should be interpreted with caution.,"10,500",,15.1,,1.4,,0.5,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),106,High Bridge - Morrisania,1,Bronx,2013,281,,31,,9,*Estimate is based on small numbers so should be interpreted with caution.,"11,800",,23.8,,2.6,,0.8,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),107,Hunts Point - Mott Haven,1,Bronx,2009,279,,29,,9,*Estimate is based on small numbers so should be interpreted with caution.,"8,200",,33.9,,3.5,,1.1,*Estimate is based on small numbers so should be interpreted with caution.
